Mod:Item:MetaData, Localized Name
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
csam:sharpened_bone, Sharpened Bone
csam:sharpened_flint, Sharpened Flint
csam:chain, Chain
csam:clay_sword_head, Clay Sword Head
csam:clay_pickaxe_head, Clay Pickaxe Head
csam:clay_axe_head, Clay Axe Head
csam:clay_hoe_head, Clay Hoe Head
csam:clay_shovel_head, Clay Shovel Head
csam:terracotta_sword_head, Terracotta Sword Head
csam:terracotta_pickaxe_head, Terracotta Pickaxe Head
csam:terracotta_axe_head, Terracotta Axe Head
csam:terracotta_hoe_head, Terracotta Hoe Head
csam:terracotta_shovel_head, Terracotta Shovel Head
csam:bone_knife, Bone Knife
csam:bone_pick, Bone Pick
csam:bone_hatchet, Bone Hatchet
csam:bone_hoe, Bone Hoe
csam:flint_knife, Flint Knife
csam:flint_pick, Flint Pick
csam:flint_hatchet, Flint Hatchet
csam:flint_hoe, Flint Hoe
csam:flint_spade, Flint Spade
csam:netherrack_sword, Netherrack Sword
csam:netherrack_pickaxe, Netherrack Pickaxe
csam:netherrack_axe, Netherrack Axe
csam:netherrack_hoe, Netherrack Hoe
csam:netherrack_shovel, Netherrack Shovel
csam:quartz_sword, Quartz Sword
csam:quartz_pickaxe, Quartz Pickaxe
csam:quartz_axe, Quartz Axe
csam:quartz_hoe, Quartz Hoe
csam:quartz_shovel, Quartz Shovel
csam:sandstone_sword, Sandstone Sword
csam:sandstone_pickaxe, Sandstone Pickaxe
csam:sandstone_axe, Sandstone Axe
csam:sandstone_hoe, Sandstone Hoe
csam:sandstone_shovel, Sandstone Shovel
csam:terracotta_sword, Terracotta Sword
csam:terracotta_pickaxe, Terracotta Pickaxe
csam:terracotta_axe, Terracotta Axe
csam:terracotta_hoe, Terracotta Hoe
csam:terracotta_shovel, Terracotta Spade
csam:crude_shield, Crude Shield
csam:cactus_stew, Cactus Stew
csam:nether_wart_stew, Nether Wart Stew
csam:carrot_soup, Carrot Soup
csam:potato_soup, Potato Soup
csam:scrap_wood_planks, Scrap Wood Planks
csam:scrap_wood_stairs, Scrap Wood Stairs
csam:mud_brick_wet, Wet Mud Bricks
csam:mud_brick, Mud Bricks
csam:mud_brick_stairs, Mud Brick Stairs
csam:mud_brick_slab:0, Mud Brick Slab
csam:scrap_wood_slab:0, Scrap Wood Slab
ultimatecobblegen:cobblegenerator, Cobblestone Generator
ultimatecobblegen:gravelgenerator, Gravel Generator
ultimatecobblegen:sandgenerator, Sand Generator
ultimatecobblegen:dirtgenerator, Dirt Generator
ultimatecobblegen:grassgenerator, Grass Generator
ultimatecobblegen:fungusgenerator, Mycelium Generator
ultimatecobblegen:dustgenerator, Dust Generator
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
wct:infinity_booster_card, Infinity Booster Card
wct:wft, Wireless Fluid Terminal
wct:wft_creative, Creative Wireless Fluid Treminal
xtones:base, tile.xtones.base.name
xtones:lamp_flat, Flat Lamp
xtones:agon:0, Agon
xtones:agon:1, Agon
xtones:agon:2, Agon
xtones:agon:3, Agon
xtones:agon:4, Agon
xtones:agon:5, Agon
xtones:agon:6, Agon
xtones:agon:7, Agon
xtones:agon:8, Agon
xtones:agon:9, Agon
xtones:agon:10, Agon
xtones:agon:11, Agon
xtones:agon:12, Agon
xtones:agon:13, Agon
xtones:agon:14, Agon
xtones:agon:15, Agon
xtones:azur:0, Azur
xtones:azur:1, Azur
xtones:azur:2, Azur
xtones:azur:3, Azur
xtones:azur:4, Azur
xtones:azur:5, Azur
xtones:azur:6, Azur
xtones:azur:7, Azur
xtones:azur:8, Azur
xtones:azur:9, Azur
xtones:azur:10, Azur
xtones:azur:11, Azur
xtones:azur:12, Azur
xtones:azur:13, Azur
xtones:azur:14, Azur
xtones:azur:15, Azur
xtones:bitt:0, Bitt
xtones:bitt:1, Bitt
xtones:bitt:2, Bitt
xtones:bitt:3, Bitt
xtones:bitt:4, Bitt
xtones:bitt:5, Bitt
xtones:bitt:6, Bitt
xtones:bitt:7, Bitt
xtones:bitt:8, Bitt
xtones:bitt:9, Bitt
xtones:bitt:10, Bitt
xtones:bitt:11, Bitt
xtones:bitt:12, Bitt
xtones:bitt:13, Bitt
xtones:bitt:14, Bitt
xtones:bitt:15, Bitt
xtones:cray:0, Cray
xtones:cray:1, Cray
xtones:cray:2, Cray
xtones:cray:3, Cray
xtones:cray:4, Cray
xtones:cray:5, Cray
xtones:cray:6, Cray
xtones:cray:7, Cray
xtones:cray:8, Cray
xtones:cray:9, Cray
xtones:cray:10, Cray
xtones:cray:11, Cray
xtones:cray:12, Cray
xtones:cray:13, Cray
xtones:cray:14, Cray
xtones:cray:15, Cray
xtones:fort:0, Fort
xtones:fort:1, Fort
xtones:fort:2, Fort
xtones:fort:3, Fort
xtones:fort:4, Fort
xtones:fort:5, Fort
xtones:fort:6, Fort
xtones:fort:7, Fort
xtones:fort:8, Fort
xtones:fort:9, Fort
xtones:fort:10, Fort
xtones:fort:11, Fort
xtones:fort:12, Fort
xtones:fort:13, Fort
xtones:fort:14, Fort
xtones:fort:15, Fort
xtones:glaxx:0, Glaxx
xtones:glaxx:1, Glaxx
xtones:glaxx:2, Glaxx
xtones:glaxx:3, Glaxx
xtones:glaxx:4, Glaxx
xtones:glaxx:5, Glaxx
xtones:glaxx:6, Glaxx
xtones:glaxx:7, Glaxx
xtones:glaxx:8, Glaxx
xtones:glaxx:9, Glaxx
xtones:glaxx:10, Glaxx
xtones:glaxx:11, Glaxx
xtones:glaxx:12, Glaxx
xtones:glaxx:13, Glaxx
xtones:glaxx:14, Glaxx
xtones:glaxx:15, Glaxx
xtones:iszm:0, Iszm
xtones:iszm:1, Iszm
xtones:iszm:2, Iszm
xtones:iszm:3, Iszm
xtones:iszm:4, Iszm
xtones:iszm:5, Iszm
xtones:iszm:6, Iszm
xtones:iszm:7, Iszm
xtones:iszm:8, Iszm
xtones:iszm:9, Iszm
xtones:iszm:10, Iszm
xtones:iszm:11, Iszm
xtones:iszm:12, Iszm
xtones:iszm:13, Iszm
xtones:iszm:14, Iszm
xtones:iszm:15, Iszm
xtones:jelt:0, Jelt
xtones:jelt:1, Jelt
xtones:jelt:2, Jelt
xtones:jelt:3, Jelt
xtones:jelt:4, Jelt
xtones:jelt:5, Jelt
xtones:jelt:6, Jelt
xtones:jelt:7, Jelt
xtones:jelt:8, Jelt
xtones:jelt:9, Jelt
xtones:jelt:10, Jelt
xtones:jelt:11, Jelt
xtones:jelt:12, Jelt
xtones:jelt:13, Jelt
xtones:jelt:14, Jelt
xtones:jelt:15, Jelt
xtones:korp:0, Korp
xtones:korp:1, Korp
xtones:korp:2, Korp
xtones:korp:3, Korp
xtones:korp:4, Korp
xtones:korp:5, Korp
xtones:korp:6, Korp
xtones:korp:7, Korp
xtones:korp:8, Korp
xtones:korp:9, Korp
xtones:korp:10, Korp
xtones:korp:11, Korp
xtones:korp:12, Korp
xtones:korp:13, Korp
xtones:korp:14, Korp
xtones:korp:15, Korp
xtones:kryp:0, Kryp
xtones:kryp:1, Kryp
xtones:kryp:2, Kryp
xtones:kryp:3, Kryp
xtones:kryp:4, Kryp
xtones:kryp:5, Kryp
xtones:kryp:6, Kryp
xtones:kryp:7, Kryp
xtones:kryp:8, Kryp
xtones:kryp:9, Kryp
xtones:kryp:10, Kryp
xtones:kryp:11, Kryp
xtones:kryp:12, Kryp
xtones:kryp:13, Kryp
xtones:kryp:14, Kryp
xtones:kryp:15, Kryp
xtones:lair:0, Lair
xtones:lair:1, Lair
xtones:lair:2, Lair
xtones:lair:3, Lair
xtones:lair:4, Lair
xtones:lair:5, Lair
xtones:lair:6, Lair
xtones:lair:7, Lair
xtones:lair:8, Lair
xtones:lair:9, Lair
xtones:lair:10, Lair
xtones:lair:11, Lair
xtones:lair:12, Lair
xtones:lair:13, Lair
xtones:lair:14, Lair
xtones:lair:15, Lair
xtones:lave:0, Lave
xtones:lave:1, Lave
xtones:lave:2, Lave
xtones:lave:3, Lave
xtones:lave:4, Lave
xtones:lave:5, Lave
xtones:lave:6, Lave
xtones:lave:7, Lave
xtones:lave:8, Lave
xtones:lave:9, Lave
xtones:lave:10, Lave
xtones:lave:11, Lave
xtones:lave:12, Lave
xtones:lave:13, Lave
xtones:lave:14, Lave
xtones:lave:15, Lave
xtones:mint:0, Mint
xtones:mint:1, Mint
xtones:mint:2, Mint
xtones:mint:3, Mint
xtones:mint:4, Mint
xtones:mint:5, Mint
xtones:mint:6, Mint
xtones:mint:7, Mint
xtones:mint:8, Mint
xtones:mint:9, Mint
xtones:mint:10, Mint
xtones:mint:11, Mint
xtones:mint:12, Mint
xtones:mint:13, Mint
xtones:mint:14, Mint
xtones:mint:15, Mint
xtones:myst:0, Myst
xtones:myst:1, Myst
xtones:myst:2, Myst
xtones:myst:3, Myst
xtones:myst:4, Myst
xtones:myst:5, Myst
xtones:myst:6, Myst
xtones:myst:7, Myst
xtones:myst:8, Myst
xtones:myst:9, Myst
xtones:myst:10, Myst
xtones:myst:11, Myst
xtones:myst:12, Myst
xtones:myst:13, Myst
xtones:myst:14, Myst
xtones:myst:15, Myst
xtones:reds:0, Reds
xtones:reds:1, Reds
xtones:reds:2, Reds
xtones:reds:3, Reds
xtones:reds:4, Reds
xtones:reds:5, Reds
xtones:reds:6, Reds
xtones:reds:7, Reds
xtones:reds:8, Reds
xtones:reds:9, Reds
xtones:reds:10, Reds
xtones:reds:11, Reds
xtones:reds:12, Reds
xtones:reds:13, Reds
xtones:reds:14, Reds
xtones:reds:15, Reds
xtones:reed:0, Reed
xtones:reed:1, Reed
xtones:reed:2, Reed
xtones:reed:3, Reed
xtones:reed:4, Reed
xtones:reed:5, Reed
xtones:reed:6, Reed
xtones:reed:7, Reed
xtones:reed:8, Reed
xtones:reed:9, Reed
xtones:reed:10, Reed
xtones:reed:11, Reed
xtones:reed:12, Reed
xtones:reed:13, Reed
xtones:reed:14, Reed
xtones:reed:15, Reed
xtones:roen:0, Roen
xtones:roen:1, Roen
xtones:roen:2, Roen
xtones:roen:3, Roen
xtones:roen:4, Roen
xtones:roen:5, Roen
xtones:roen:6, Roen
xtones:roen:7, Roen
xtones:roen:8, Roen
xtones:roen:9, Roen
xtones:roen:10, Roen
xtones:roen:11, Roen
xtones:roen:12, Roen
xtones:roen:13, Roen
xtones:roen:14, Roen
xtones:roen:15, Roen
xtones:sols:0, Sols
xtones:sols:1, Sols
xtones:sols:2, Sols
xtones:sols:3, Sols
xtones:sols:4, Sols
xtones:sols:5, Sols
xtones:sols:6, Sols
xtones:sols:7, Sols
xtones:sols:8, Sols
xtones:sols:9, Sols
xtones:sols:10, Sols
xtones:sols:11, Sols
xtones:sols:12, Sols
xtones:sols:13, Sols
xtones:sols:14, Sols
xtones:sols:15, Sols
xtones:sync:0, Sync
xtones:sync:1, Sync
xtones:sync:2, Sync
xtones:sync:3, Sync
xtones:sync:4, Sync
xtones:sync:5, Sync
xtones:sync:6, Sync
xtones:sync:7, Sync
xtones:sync:8, Sync
xtones:sync:9, Sync
xtones:sync:10, Sync
xtones:sync:11, Sync
xtones:sync:12, Sync
xtones:sync:13, Sync
xtones:sync:14, Sync
xtones:sync:15, Sync
xtones:tank:0, Tank
xtones:tank:1, Tank
xtones:tank:2, Tank
xtones:tank:3, Tank
xtones:tank:4, Tank
xtones:tank:5, Tank
xtones:tank:6, Tank
xtones:tank:7, Tank
xtones:tank:8, Tank
xtones:tank:9, Tank
xtones:tank:10, Tank
xtones:tank:11, Tank
xtones:tank:12, Tank
xtones:tank:13, Tank
xtones:tank:14, Tank
xtones:tank:15, Tank
xtones:vect:0, Vect
xtones:vect:1, Vect
xtones:vect:2, Vect
xtones:vect:3, Vect
xtones:vect:4, Vect
xtones:vect:5, Vect
xtones:vect:6, Vect
xtones:vect:7, Vect
xtones:vect:8, Vect
xtones:vect:9, Vect
xtones:vect:10, Vect
xtones:vect:11, Vect
xtones:vect:12, Vect
xtones:vect:13, Vect
xtones:vect:14, Vect
xtones:vect:15, Vect
xtones:vena:0, Vena
xtones:vena:1, Vena
xtones:vena:2, Vena
xtones:vena:3, Vena
xtones:vena:4, Vena
xtones:vena:5, Vena
xtones:vena:6, Vena
xtones:vena:7, Vena
xtones:vena:8, Vena
xtones:vena:9, Vena
xtones:vena:10, Vena
xtones:vena:11, Vena
xtones:vena:12, Vena
xtones:vena:13, Vena
xtones:vena:14, Vena
xtones:vena:15, Vena
xtones:zane:0, Zane
xtones:zane:1, Zane
xtones:zane:2, Zane
xtones:zane:3, Zane
xtones:zane:4, Zane
xtones:zane:5, Zane
xtones:zane:6, Zane
xtones:zane:7, Zane
xtones:zane:8, Zane
xtones:zane:9, Zane
xtones:zane:10, Zane
xtones:zane:11, Zane
xtones:zane:12, Zane
xtones:zane:13, Zane
xtones:zane:14, Zane
xtones:zane:15, Zane
xtones:zech:0, Zech
xtones:zech:1, Zech
xtones:zech:2, Zech
xtones:zech:3, Zech
xtones:zech:4, Zech
xtones:zech:5, Zech
xtones:zech:6, Zech
xtones:zech:7, Zech
xtones:zech:8, Zech
xtones:zech:9, Zech
xtones:zech:10, Zech
xtones:zech:11, Zech
xtones:zech:12, Zech
xtones:zech:13, Zech
xtones:zech:14, Zech
xtones:zech:15, Zech
xtones:zest:0, Zest
xtones:zest:1, Zest
xtones:zest:2, Zest
xtones:zest:3, Zest
xtones:zest:4, Zest
xtones:zest:5, Zest
xtones:zest:6, Zest
xtones:zest:7, Zest
xtones:zest:8, Zest
xtones:zest:9, Zest
xtones:zest:10, Zest
xtones:zest:11, Zest
xtones:zest:12, Zest
xtones:zest:13, Zest
xtones:zest:14, Zest
xtones:zest:15, Zest
xtones:zeta:0, Zeta
xtones:zeta:1, Zeta
xtones:zeta:2, Zeta
xtones:zeta:3, Zeta
xtones:zeta:4, Zeta
xtones:zeta:5, Zeta
xtones:zeta:6, Zeta
xtones:zeta:7, Zeta
xtones:zeta:8, Zeta
xtones:zeta:9, Zeta
xtones:zeta:10, Zeta
xtones:zeta:11, Zeta
xtones:zeta:12, Zeta
xtones:zeta:13, Zeta
xtones:zeta:14, Zeta
xtones:zeta:15, Zeta
xtones:zion:0, Zion
xtones:zion:1, Zion
xtones:zion:2, Zion
xtones:zion:3, Zion
xtones:zion:4, Zion
xtones:zion:5, Zion
xtones:zion:6, Zion
xtones:zion:7, Zion
xtones:zion:8, Zion
xtones:zion:9, Zion
xtones:zion:10, Zion
xtones:zion:11, Zion
xtones:zion:12, Zion
xtones:zion:13, Zion
xtones:zion:14, Zion
xtones:zion:15, Zion
xtones:zkul:0, Zkul
xtones:zkul:1, Zkul
xtones:zkul:2, Zkul
xtones:zkul:3, Zkul
xtones:zkul:4, Zkul
xtones:zkul:5, Zkul
xtones:zkul:6, Zkul
xtones:zkul:7, Zkul
xtones:zkul:8, Zkul
xtones:zkul:9, Zkul
xtones:zkul:10, Zkul
xtones:zkul:11, Zkul
xtones:zkul:12, Zkul
xtones:zkul:13, Zkul
xtones:zkul:14, Zkul
xtones:zkul:15, Zkul
xtones:zoea:0, Zoea
xtones:zoea:1, Zoea
xtones:zoea:2, Zoea
xtones:zoea:3, Zoea
xtones:zoea:4, Zoea
xtones:zoea:5, Zoea
xtones:zoea:6, Zoea
xtones:zoea:7, Zoea
xtones:zoea:8, Zoea
xtones:zoea:9, Zoea
xtones:zoea:10, Zoea
xtones:zoea:11, Zoea
xtones:zoea:12, Zoea
xtones:zoea:13, Zoea
xtones:zoea:14, Zoea
xtones:zoea:15, Zoea
xtones:zome:0, Zome
xtones:zome:1, Zome
xtones:zome:2, Zome
xtones:zome:3, Zome
xtones:zome:4, Zome
xtones:zome:5, Zome
xtones:zome:6, Zome
xtones:zome:7, Zome
xtones:zome:8, Zome
xtones:zome:9, Zome
xtones:zome:10, Zome
xtones:zome:11, Zome
xtones:zome:12, Zome
xtones:zome:13, Zome
xtones:zome:14, Zome
xtones:zome:15, Zome
xtones:zone:0, Zone
xtones:zone:1, Zone
xtones:zone:2, Zone
xtones:zone:3, Zone
xtones:zone:4, Zone
xtones:zone:5, Zone
xtones:zone:6, Zone
xtones:zone:7, Zone
xtones:zone:8, Zone
xtones:zone:9, Zone
xtones:zone:10, Zone
xtones:zone:11, Zone
xtones:zone:12, Zone
xtones:zone:13, Zone
xtones:zone:14, Zone
xtones:zone:15, Zone
xtones:zorg:0, Zorg
xtones:zorg:1, Zorg
xtones:zorg:2, Zorg
xtones:zorg:3, Zorg
xtones:zorg:4, Zorg
xtones:zorg:5, Zorg
xtones:zorg:6, Zorg
xtones:zorg:7, Zorg
xtones:zorg:8, Zorg
xtones:zorg:9, Zorg
xtones:zorg:10, Zorg
xtones:zorg:11, Zorg
xtones:zorg:12, Zorg
xtones:zorg:13, Zorg
xtones:zorg:14, Zorg
xtones:zorg:15, Zorg
xtones:ztyl:0, Ztyl
xtones:ztyl:1, Ztyl
xtones:ztyl:2, Ztyl
xtones:ztyl:3, Ztyl
xtones:ztyl:4, Ztyl
xtones:ztyl:5, Ztyl
xtones:ztyl:6, Ztyl
xtones:ztyl:7, Ztyl
xtones:ztyl:8, Ztyl
xtones:ztyl:9, Ztyl
xtones:ztyl:10, Ztyl
xtones:ztyl:11, Ztyl
xtones:ztyl:12, Ztyl
xtones:ztyl:13, Ztyl
xtones:ztyl:14, Ztyl
xtones:ztyl:15, Ztyl
xtones:zyth:0, Zyth
xtones:zyth:1, Zyth
xtones:zyth:2, Zyth
xtones:zyth:3, Zyth
xtones:zyth:4, Zyth
xtones:zyth:5, Zyth
xtones:zyth:6, Zyth
xtones:zyth:7, Zyth
xtones:zyth:8, Zyth
xtones:zyth:9, Zyth
xtones:zyth:10, Zyth
xtones:zyth:11, Zyth
xtones:zyth:12, Zyth
xtones:zyth:13, Zyth
xtones:zyth:14, Zyth
xtones:zyth:15, Zyth
totemexpansion:totem_head_undying, Totem of Undying Head
totemexpansion:totem_falling, Totem of Ascending
totemexpansion:totem_head_plummeting, Totem of Ascending Head
totemexpansion:totem_lava, Totem of Smouldering
totemexpansion:totem_head_lava, Totem of Smouldering Head
totemexpansion:totem_breathing, Totem of Breathing
totemexpansion:totem_head_breathing, Totem of Breathing Head
totemexpansion:totem_explode, Totem of Defusing
totemexpansion:totem_head_explode, Totem of Defusing Head
totemexpansion:totem_repair, Totem of Repairing
totemexpansion:totem_head_repair, Totem of Repairing Head
totemexpansion:totem_spelunking, Totem of Spelunking
totemexpansion:totem_head_spelunking, Totem of Spelunking Head
totemexpansion:totem_time, Totem of Advancing
totemexpansion:totem_head_time, Totem of Advancing Head
totemexpansion:totem_recalling, Totem of Recalling
totemexpansion:totem_head_recalling, Totem of Recalling Head
totemexpansion:totem_base, Totem Base
ocsensors:sensor, tile.ocsensors.sensor.name
teslacorelib:gear_diamond, Diamond Gear
teslacorelib:gear_gold, Gold Gear
teslacorelib:gear_iron, Iron Gear
teslacorelib:gear_stone, Stone Gear
teslacorelib:powder_emerald, Emerald Powder
agricraft:seed_analyzer, Seed Analyzer
agricraft:peripheral, Computer Controlled Seed Analyzer
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_tank:0, Wooden Water Tank
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_normal:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_full:0, Wooden Irrigation Channel
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:sprinkler, Sprinkler
agricraft:crop_sticks, Crop Sticks
agricraft:journal, Agricultural Journal
agricraft:trowel, Gardening Trowel
agricraft:debugger, Debugger
agricraft:rake:0, Wooden Hand Rake
agricraft:rake:1, Iron Hand Rake
agricraft:clipper, Clipper
agricraft:clipping, Clipping
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_nugget:0, Emerald Nugget
agricraft:agri_nugget:1, Diamond Nugget
agricraft:agri_nugget:2, Quartz Shard
agricraft:agri_nugget:3, Iron Nugget
agricraft:agri_nugget:4, Copper Nugget
agricraft:agri_nugget:5, Tin Nugget
agricraft:agri_nugget:6, Lead Nugget
agricraft:agri_nugget:7, Silver Nugget
agricraft:agri_nugget:8, Aluminum Nugget
agricraft:agri_nugget:9, Nickel Nugget
agricraft:agri_nugget:10, Platinum Nugget
agricraft:agri_nugget:11, Osmium Nugget
agricraft:agri_nugget:12, Unknown Fragment
agricraft:magnifying_glass, Magnifying Glass
heartdrops:heart, item.heart.name
heartdrops:golden_heart, item.golden_heart.name
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond, Diamond Wand
betterbuilderswands:wandunbreakable, Unbreakable Wand
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
